sex,age_at_current_charge,age_at_first_charge,p_charges,p_incarceration,p_probation,p_juv_fel_count,p_felprop_viol,p_murder,p_felassault,p_misdeassault,p_sex_offense,p_weapon,p_fta_two_year,p_fta_two_year_plus,current_violence,current_violence20,p_pending_charge,p_felony,p_misdemeanor,p_violence,total_convictions,p_arrest,p_property,p_traffic,p_drug,p_dui,p_domestic,p_voyeurism,p_fraud,p_stealing,p_trespass,six_month,one_year,three_year,five_year,charge_types,charge_rate,conviction_rate,incarceration_rate,general_two_year,general_six_month,drug_two_year,property_two_year,misdemeanor_two_year,felony_two_year,violent_two_year,drug_six_month,property_six_month,misdemeanor_six_month,felony_six_month,violent_six_month
1,29,15,22,0,1,0,0,0,0,4,2,0,3,0,1,0,14,0,9,3,10,12,0,1,2,0,0,0,0,0,0,1,1,1,1,5,1.4666666666666666,0.45454545454545453,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,22,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1.1666666666666667,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,37,10,0,1,0,2,0,0,0,0,0,0,0,0,0,6,4,1,3,5,6,3,0,2,0,0,0,0,3,0,0,0,0,0,5,0.45454545454545453,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,18,12,0,1,0,0,0,0,1,0,1,0,0,0,0,6,2,5,1,7,6,2,0,3,0,0,0,0,1,2,1,1,1,1,7,4.0,0.5833333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,14,28,0,1,0,5,0,2,1,0,2,0,0,1,0,20,1,8,7,9,11,8,0,1,0,0,0,0,6,3,0,1,1,1,9,2.0,0.32142857142857145,0.0,1,0,0,0,1,0,1,0,0,0,0,0
1,22,18,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0.4,0.5,0.0,1,1,0,1,1,0,1,0,1,1,0,1
1,36,28,9,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,6,6,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1.0,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,21,16,0,2,0,1,0,0,0,0,0,2,0,0,0,11,2,2,1,5,6,1,1,3,0,0,0,0,1,0,0,0,1,1,6,0.8421052631578947,0.3125,0.0,1,1,0,0,1,0,0,0,0,1,0,0
1,33,17,26,1,0,1,14,0,0,0,0,0,0,0,1,0,23,14,0,13,14,4,26,0,0,0,0,0,0,26,12,0,0,0,0,5,1.5294117647058822,0.5384615384615384,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0
1,23,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,1,1,1,1,4.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,31,16,8,0,1,0,1,0,0,1,0,0,0,0,1,0,5,0,3,1,3,3,3,0,0,0,0,0,0,3,2,0,0,0,1,6,0.5,0.375,0.0,1,1,0,0,1,0,1,0,0,1,0,1
1,28,28,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4.0,0.25,0.0,1,1,0,1,1,0,1,0,1,1,0,1
1,21,18,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,18,5,0,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,1,1,6,0.8333333333333334,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,41,9,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,8,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0.34615384615384615,0.5555555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,23,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,2,1,0,2,0,0,0,0,1,0,0,1,1,1,5,0.8181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,31,9,0,1,0,0,0,2,0,0,0,0,0,1,0,5,3,2,1,6,7,0,1,1,0,0,0,0,0,0,1,1,1,1,4,1.2857142857142858,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,37,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,3,5.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,19,7,0,0,0,0,0,0,1,0,2,0,0,1,1,6,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,3,7.0,0.14285714285714285,0.0,1,1,0,1,1,0,1,0,1,1,0,1
1,25,19,10,0,2,0,1,0,0,1,0,1,0,0,1,0,1,2,2,3,4,6,6,0,0,0,0,0,0,5,3,0,0,1,1,7,1.4285714285714286,0.4,0.0,1,1,0,0,1,0,1,0,0,1,0,1
1,38,28,15,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,7,1,10,5,1,1,2,0,0,0,0,1,0,1,1,1,1,6,1.3636363636363635,0.6666666666666666,0.0,1,0,0,0,1,0,0,0,0,0,0,0
0,49,48,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,5,1,5,0,0,0,0,0,0,5,0,1,1,1,1,4,5.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,32,18,0,0,0,1,1,1,0,0,0,0,0,0,0,14,1,2,4,3,10,3,0,10,0,0,0,0,3,1,1,1,1,1,8,1.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,23,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,24,5,1,0,0,0,0,2,3,0,0,0,0,1,0,0,2,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4166666666666667,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,24,19,6,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,4,0,0,0,0,0,0,4,2,0,0,0,0,5,1.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,34,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,6,6,2,0,3,0,0,0,0,1,1,1,1,1,1,6,0.6153846153846154,0.75,0.125,0,0,0,0,0,0,0,0,0,0,0,0
1,40,22,12,0,1,0,2,0,1,2,0,0,0,0,1,0,4,1,7,4,8,6,2,0,0,0,0,0,0,2,0,0,0,0,1,6,0.631578947368421,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,17,20,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,7,1,7,11,1,0,5,0,0,0,0,1,0,0,0,1,1,4,2.857142857142857,0.35,0.0,1,1,1,0,0,1,0,1,0,0,1,0
1,36,32,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,37,5,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,2,1,3,3,0,0,0,0,0,0,3,0,0,0,1,1,4,1.0,0.2,0.0,1,0,0,1,0,1,1,0,0,0,0,0
1,23,18,12,0,1,0,1,0,0,0,0,0,0,0,0,0,9,2,5,1,7,6,3,0,7,0,0,0,0,2,2,0,1,1,1,6,2.0,0.5833333333333334,0.0,1,0,1,0,1,0,0,0,0,0,0,0
1,50,32,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0.10526315789473684,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,18,17,1,0,0,1,0,0,7,0,0,0,0,1,0,5,0,12,9,12,4,7,0,0,0,0,0,0,7,0,1,1,1,1,5,2.8333333333333335,0.7058823529411765,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0
1,25,19,19,0,5,0,3,0,0,2,0,0,0,0,1,0,11,4,10,3,14,16,4,0,4,0,0,0,0,3,1,1,1,1,1,7,2.7142857142857144,0.7368421052631579,0.0,1,1,1,0,0,1,1,1,0,0,1,0
1,40,17,30,1,3,6,12,0,1,0,0,0,0,0,0,0,23,19,1,13,20,25,19,5,1,1,0,0,0,19,7,0,0,0,0,9,1.25,0.6666666666666666,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
1,40,32,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3333333333333333,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,22,13,0,1,0,1,0,0,0,0,0,0,0,0,0,7,4,4,1,8,8,4,3,2,0,0,0,0,3,3,1,1,1,1,7,0.35135135135135137,0.6153846153846154,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,30,14,1,1,0,1,0,0,1,0,0,0,0,1,0,9,3,2,1,5,9,1,0,6,0,0,0,0,1,0,1,1,1,1,6,0.8235294117647058,0.35714285714285715,0.07142857142857142,1,1,1,0,0,1,0,1,0,0,1,0
1,28,18,38,1,1,0,10,0,0,0,0,0,0,0,0,0,31,5,4,17,9,15,33,0,3,0,0,0,0,31,16,0,0,0,0,6,3.4545454545454546,0.23684210526315788,0.02631578947368421,1,0,0,1,0,1,1,0,0,0,0,0
1,25,17,18,0,3,0,0,0,0,0,0,1,0,0,0,0,12,5,9,0,14,9,0,0,9,0,0,0,0,0,0,1,1,1,1,2,2.0,0.7777777777777778,0.0,1,0,1,0,1,0,0,0,0,0,0,0
0,34,19,13,1,1,0,1,0,0,0,0,0,2,0,1,0,8,2,5,0,7,9,1,0,3,0,0,0,0,1,0,0,0,1,1,4,0.8125,0.5384615384615384,0.07692307692307693,1,1,0,1,0,1,1,0,1,0,1,1
1,56,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.3333333333333333,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,46,13,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,7,1,8,4,2,0,4,0,0,0,0,2,0,1,1,1,1,4,2.6,0.6153846153846154,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0
1,29,18,9,1,2,0,0,0,0,2,0,0,0,0,1,0,0,1,4,0,5,6,2,0,0,0,0,0,0,1,2,0,1,1,1,4,0.75,0.5555555555555556,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
1,48,48,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,0,59,0,0,0,1,1,1,1,1,62.0,0.04838709677419355,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,17,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,3,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,2,2,0,0,1,1,3,1.5,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,34,19,1,3,0,3,0,0,1,0,0,1,0,1,0,11,3,5,4,8,13,4,2,3,4,0,0,0,4,0,0,1,1,1,8,1.2666666666666666,0.42105263157894735,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0
1,50,46,15,1,2,0,5,0,0,1,0,0,0,0,1,0,7,3,7,12,10,12,12,0,2,0,0,0,0,12,0,1,1,1,1,6,3.0,0.6666666666666666,0.06666666666666667,1,0,0,1,0,1,1,0,0,0,0,0
1,19,18,7,0,0,0,0,0,1,0,0,0,0,0,1,1,4,2,4,0,6,3,2,0,0,0,0,0,0,2,2,0,0,1,1,4,3.5,0.8571428571428571,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,18,7,0,2,0,0,0,3,4,0,0,0,0,1,0,4,0,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.2857142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,33,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,18,7,0,0,0,1,0,1,2,0,0,0,0,1,1,2,0,1,2,1,3,1,0,0,0,0,0,0,0,0,1,1,1,1,5,3.5,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,30,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,2,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,20,12,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,5,1,0,2,0,0,0,0,1,1,0,1,1,1,5,2.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,20,12,0,0,0,4,0,0,3,0,0,0,0,1,0,1,7,0,5,7,3,7,0,0,0,0,0,0,5,2,0,0,1,1,6,2.4,0.5833333333333334,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,54,51,18,1,2,0,0,0,0,0,0,0,1,0,0,0,9,4,7,0,11,10,1,0,8,0,0,0,0,0,1,1,1,1,1,3,4.5,0.6111111111111112,0.05555555555555555,1,1,0,1,1,0,0,0,1,1,0,0
1,25,17,4,1,0,2,1,0,2,0,0,0,0,0,1,0,0,2,0,2,2,3,1,0,0,0,0,0,0,1,0,1,1,1,1,5,0.4444444444444444,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1,18,17,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,3,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,22,9,0,3,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,3,9,3,0,3,0,0,0,0,3,2,1,1,1,1,6,1.0,0.3333333333333333,0.0,1,1,0,0,1,0,1,0,0,1,0,0
1,22,19,14,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2,9,0,11,6,0,0,6,0,0,0,0,0,0,0,1,1,1,1,3.5,0.7857142857142857,0.0,1,0,1,0,0,1,0,0,0,0,0,0
1,37,29,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.5555555555555556,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1.25,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2.0,0.75,0.0,1,0,1,0,1,0,0,0,0,0,0,0
1,69,48,15,0,4,0,2,0,0,0,0,0,0,0,1,0,7,4,6,1,11,9,2,1,2,0,0,0,0,2,0,0,0,0,0,6,0.6818181818181818,0.7333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,24,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1.3333333333333333,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,26,8,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,4,1,3,4,0,0,0,0,0,0,4,0,1,1,1,1,5,0.4444444444444444,0.125,0.125,1,0,0,1,1,0,1,0,0,0,0,0
1,19,19,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4,0,0,0,0,0,0,4,2,1,1,1,1,5,4.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,8,1,0,0,0,0,0,3,0,0,0,0,1,0,4,1,2,2,3,8,1,0,1,0,0,0,0,1,1,0,1,1,1,6,2.0,0.375,0.125,0,0,0,0,0,0,0,0,0,0,0,0
1,27,20,5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.625,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,20,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,2,0,0,4,0,0,0,0,0,0,1,1,1,1,1,4.0,0.5,0.125,1,1,0,0,1,0,0,0,0,1,0,0
1,30,21,18,0,1,0,3,0,1,1,0,0,0,0,1,0,9,4,11,11,15,12,15,0,0,0,0,0,0,11,5,0,1,1,1,7,1.8,0.8333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,28,9,1,1,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4.5,0.1111111111111111,0.1111111111111111,1,0,0,0,1,0,0,0,0,0,0,0
0,20,19,3,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,21,8,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,2,5,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,0.25,0.125,1,0,0,0,1,0,0,0,0,0,0,0
1,31,16,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,22,11,1,2,0,3,0,0,0,0,0,0,0,1,0,1,3,6,3,9,6,5,0,1,0,0,0,0,5,1,1,1,1,1,6,0.4074074074074074,0.8181818181818182,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0
1,52,21,41,1,3,0,22,0,0,2,0,0,0,0,1,0,19,22,9,29,31,32,34,0,4,0,0,0,0,28,6,0,1,1,1,7,1.28125,0.7560975609756098,0.024390243902439025,1,0,0,1,0,1,1,0,0,0,0,0
1,31,28,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,32,18,20,0,2,0,1,1,5,1,0,0,0,0,1,0,9,2,5,7,8,9,6,0,1,0,0,0,0,3,2,0,0,0,1,9,1.3333333333333333,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,17,8,0,3,0,1,0,0,0,0,0,0,0,1,0,3,3,2,0,6,9,1,1,4,0,0,0,0,1,0,0,0,1,1,5,0.4,0.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,37,12,1,4,0,4,0,0,0,0,0,0,0,1,0,2,4,4,6,8,10,8,0,4,0,0,0,0,8,0,0,1,1,1,5,1.7142857142857142,0.6666666666666666,0.08333333333333333,1,0,0,1,0,1,1,0,0,0,0,0
1,37,31,7,0,1,0,0,0,0,2,0,0,0,0,1,0,4,1,1,2,2,8,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1.0,0.2857142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,34,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,18,4,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,2,1,2,4,0,0,0,0,0,0,4,1,0,0,0,1,5,0.6666666666666666,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,23,13,1,1,0,0,0,1,2,0,0,0,0,0,0,7,0,7,3,7,5,0,0,2,0,0,0,0,0,0,0,1,1,1,4,2.6,0.5384615384615384,0.07692307692307693,1,0,0,0,0,1,0,0,0,0,0,0
1,21,18,16,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,4,1,5,2,1,0,1,0,0,0,0,1,1,1,1,1,1,5,4.0,0.3125,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,19,19,4,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,35,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0.36363636363636365,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,19,6,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,3,0,3,2,0,0,0,0,0,0,2,0,1,1,1,1,5,6.0,0.0,0.0,1,1,1,0,0,1,1,1,0,0,1,1
1,39,19,23,1,3,0,5,0,0,1,0,3,0,0,0,0,13,10,2,7,12,21,13,0,1,0,0,0,0,12,8,1,1,1,1,8,1.0952380952380953,0.5217391304347826,0.043478260869565216,1,1,0,1,0,1,1,0,1,0,1,1
1,45,20,46,1,6,0,0,0,0,0,0,0,0,0,0,0,30,12,20,1,33,25,3,0,29,4,0,0,0,1,3,1,1,1,1,6,1.7692307692307692,0.717391304347826,0.021739130434782608,1,1,1,0,1,0,0,1,0,1,0,0
1,52,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0
1,26,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,3,0,0,4,0,0,0,0,0,0,1,1,1,1,1,4.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,42,4,0,0,0,3,0,0,0,0,0,0,0,1,0,1,3,0,2,3,1,3,0,0,0,0,0,0,3,0,1,1,1,1,4,4.0,0.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,18,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,1
1,20,19,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,4,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,19,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,2,2,2,0,0,0,0,0,0,2,0,0,1,1,1,4,1.5,0.6666666666666666,0.0,1,1,0,1,0,1,1,0,1,0,1,1
1,29,23,12,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,3,0,3,6,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1.7142857142857142,0.25,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,30,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,0,1,0,0,0,0,0,3,1,1,1,1,3,2.5,0.2,0.2,1,1,0,0,1,0,1,0,0,1,0,1
1,20,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2.6666666666666665,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,26,5,1,0,0,5,0,0,0,0,0,0,0,1,0,4,2,0,4,2,2,5,0,0,0,0,0,0,5,0,0,0,0,0,4,0.3125,0.4,0.2,1,0,0,1,0,1,1,0,0,0,0,0
1,31,19,19,0,3,0,2,0,0,0,0,0,1,0,0,0,5,5,3,2,8,12,7,0,7,0,0,0,0,4,5,1,1,1,1,6,1.4615384615384615,0.42105263157894735,0.0,1,1,0,0,1,0,1,0,0,1,0,1
1,21,19,7,1,0,0,0,0,1,1,0,0,0,0,1,0,4,1,0,2,1,4,0,0,2,0,0,0,0,0,0,0,1,1,1,4,2.3333333333333335,0.14285714285714285,0.14285714285714285,1,0,1,0,1,0,0,0,0,0,0,0
1,20,17,12,1,0,1,1,0,1,0,0,0,0,0,0,0,4,3,2,4,5,5,4,0,3,0,0,0,0,3,1,1,1,1,1,7,3.0,0.4166666666666667,0.08333333333333333,1,0,0,0,1,0,0,0,0,0,0,0
1,24,21,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,1,0,1,0,0,0,0,1,1,0,0,1,1,4,1.0,0.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,18,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,2,0,0,0,0,0,0,2,0,1,1,1,1,4,0.3,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,16,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,21,4,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,2,0,2,2,1,0,0,0,0,0,0,1,0,0,1,1,1,4,2.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,18,5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.6666666666666667,0.0,0.0,1,1,0,1,1,0,1,0,1,1,0,1
1,43,22,22,1,1,0,3,0,0,1,0,0,0,0,1,0,14,11,4,3,15,12,4,0,10,0,0,0,0,4,1,1,1,1,1,7,1.0,0.6818181818181818,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0
1,27,20,7,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,1,0,0,1,1,1,6,0.875,0.14285714285714285,0.0,1,1,1,0,0,1,1,1,0,0,1,0
1,50,28,44,1,4,0,1,0,0,0,0,0,0,0,0,0,14,15,22,2,38,32,2,0,29,0,0,0,0,2,0,1,1,1,1,5,1.9130434782608696,0.8636363636363636,0.022727272727272728,1,1,0,0,1,0,0,0,0,1,0,0
0,22,21,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,4,1.0,0.5,0.0,1,0,0,0,1,0,0,0,0,0,0,0
1,39,28,13,0,2,0,1,0,0,0,0,0,0,0,0,0,7,4,5,1,9,8,1,0,5,0,0,0,0,1,0,1,1,1,1,5,1.0833333333333333,0.6923076923076923,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,24,11,1,0,0,1,0,2,1,0,0,0,0,0,0,7,0,3,5,3,8,2,0,1,0,0,0,0,1,1,1,1,1,1,8,2.2,0.2727272727272727,0.09090909090909091,1,1,0,0,0,1,1,0,0,0,1,1
